"","id","f_analisis","var_rpta","segmento","valor_total_transferido","n_transacciones_exitosas","val_por_transaccion","disposit"
"1293",1293,201604,1,5,1288319.65,264,4879.99867424242,2
"1294",1294,201712,0,4,0,10,0,2
"1295",1295,201608,0,5,0,35,0,4
"1296",1296,201805,0,4,0,44,0,4
"1297",1297,201708,0,2,0,62,0,5
"1298",1298,201606,0,5,1367054.85,2899,471.560831321145,3
"1299",1299,201702,0,2,1481766.6,24,61740.275,6
"1300",1300,201807,0,5,21859800,857,25507.3512252042,4
"1301",1301,201704,0,5,0,346,0,1
"1302",1302,201705,0,1,0,207,0,1
"1303",1303,201708,0,5,2941105,1,2941105,5
"1304",1304,201710,0,2,9470888.65,599,15811.166360601,4
"1305",1305,201604,0,5,8164996.7,681,11989.7161527166,6
"1306",1306,201612,0,5,0,769,0,2
"1307",1307,201711,0,0,0,2,0,2
"1308",1308,201602,1,4,0,264,0,2
"1309",1309,201604,0,2,25152269.5,0,0,6
"1310",1310,201707,0,4,46240115,611,75679.4026186579,2
"1311",1311,201612,0,4,0,750,0,1
"1312",1312,201801,0,5,2308050,201,11482.8358208955,5
"1313",1313,201709,0,3,19729313,1151,17141.0191138141,5
"1314",1314,201601,1,3,18357754.55,1496,12271.2263034759,5
"1315",1315,201803,0,5,0,609,0,3
"1316",1316,201703,0,1,0,6,0,1
"1317",1317,201712,1,1,7990039.6,17,470002.329411765,4
"1318",1318,201712,0,0,0,21,0,2
"1319",1319,201606,0,0,0,44,0,1
"1320",1320,201603,0,0,0,47,0,3
"1321",1321,201712,0,4,0,14,0,1
"1322",1322,201601,0,1,0,96,0,2
"1323",1323,201805,0,5,19089290.6,118,161773.649152542,3
"1324",1324,201608,0,1,0,1157,0,1
"1325",1325,201803,0,5,0,15,0,5
"1326",1326,201604,0,4,6730871.9,172,39132.9761627907,5
"1327",1327,201711,0,5,0,157,0,1
"1328",1328,201604,0,5,0,935,0,5
"1329",1329,201707,0,4,0,213,0,1
"1330",1330,201806,0,5,1477205.23,1,1477205.23,2
"1331",1331,201707,1,0,0,282,0,4
"1332",1332,201801,0,5,0,8,0,5
"1333",1333,201708,0,5,0,556,0,4
"1334",1334,201702,0,5,0,137,0,1
"1335",1335,201607,0,0,32866500,1,32866500,5
"1336",1336,201704,0,0,0,598,0,3
"1337",1337,201611,0,4,2100000,4,525000,4
"1338",1338,201804,0,0,100676174.95,507,198572.337179487,3
"1339",1339,201712,0,5,0,70,0,1
"1340",1340,201706,0,1,0,0,0,1
"1341",1341,201606,0,4,0,13,0,3
"1342",1342,201709,0,0,0,3,0,3
"1343",1343,201610,0,0,0,430,0,3
"1344",1344,201706,0,4,78974633.85,11,7179512.16818182,3
"1345",1345,201707,0,3,0,1456,0,3
"1346",1346,201606,0,5,179500,747,240.294511378849,1
"1347",1347,201802,0,5,0,96,0,3
"1348",1348,201707,0,5,0,220,0,2
"1349",1349,201806,0,5,0,276,0,5
"1350",1350,201805,0,5,1741575,28,62199.1071428571,4
"1351",1351,201707,0,0,463506075.4,144,3218792.19027778,2
"1352",1352,201710,1,1,0,104,0,2
"1353",1353,201607,0,5,0,9,0,6
"1354",1354,201707,1,0,233200,518,450.19305019305,3
"1355",1355,201711,0,4,6810800,461,14773.9696312364,5
"1356",1356,201710,0,5,8540000,898,9510.02227171492,5
"1357",1357,201709,0,0,0,512,0,5
"1358",1358,201609,0,5,0,169,0,3
"1359",1359,201607,0,5,0,3,0,4
"1360",1360,201707,0,5,0,125,0,5
"1361",1361,201708,0,5,0,13,0,2
"1362",1362,201605,0,0,0,0,0,5
"1363",1363,201802,0,5,4149750,53,78297.1698113208,2
"1364",1364,201611,0,5,2959750,365,8108.90410958904,6
"1365",1365,201703,0,5,15776950,112,140865.625,6
"1366",1366,201604,0,2,44114212,720,61269.7388888889,6
"1367",1367,201711,0,5,71779574.7,1825,39331.2738082192,5
"1368",1368,201709,0,0,38884836.4,777,50044.8344916345,8
"1369",1369,201711,1,1,0,588,0,2
"1370",1370,201806,0,0,0,3,0,1
"1371",1371,201804,0,4,32533611.63,77,422514.436753247,5
"1372",1372,201611,0,4,6340650,2610,2429.36781609195,6
"1373",1373,201804,0,5,0,876,0,1
"1374",1374,201709,0,4,0,0,0,3
"1375",1375,201606,0,5,0,58,0,1
"1376",1376,201806,0,5,57649278.5,152,379271.569078947,5
"1377",1377,201711,0,0,0,1242,0,1
"1378",1378,201608,0,0,0,568,0,1
"1379",1379,201603,0,1,0,0,0,1
"1380",1380,201805,0,2,10110050,31,326130.64516129,6
"1381",1381,201611,0,5,0,138,0,5
"1382",1382,201712,0,0,0,197,0,1
"1383",1383,201704,0,0,0,6,0,1
"1384",1384,201602,0,0,0,2,0,3
"1385",1385,201610,0,4,2190000,62,35322.5806451613,4
"1386",1386,201612,0,0,0,533,0,1
"1387",1387,201605,0,4,0,33,0,2
"1388",1388,201601,0,1,0,2,0,1
"1389",1389,201609,0,4,0,4,0,3
"1390",1390,201706,0,0,0,94,0,2
"1391",1391,201706,0,2,164387744.75,26,6322605.56730769,4
"1392",1392,201601,0,1,0,1862,0,2
"1393",1393,201709,0,5,37050,5,7410,4
"1394",1394,201807,0,5,41524000,538,77182.156133829,3
"1395",1395,201610,0,2,30440000,589,51680.8149405772,5
"1396",1396,201806,0,4,627023.5,1308,479.375764525994,5
"1397",1397,201705,0,4,1376500,238,5783.61344537815,5
"1398",1398,201801,1,5,0,364,0,4
"1399",1399,201607,0,0,0,54,0,5
"1400",1400,201610,0,5,0,283,0,5
"1401",1401,201802,0,5,16929609.6,73,231912.460273973,6
"1402",1402,201601,0,4,1008400,456,2211.40350877193,1
"1403",1403,201611,0,2,1750000,318,5503.14465408805,4
"1404",1404,201705,0,5,0,328,0,1
"1405",1405,201712,0,0,1600000,328,4878.0487804878,2
"1406",1406,201707,0,4,0,1187,0,5
"1407",1407,201607,0,3,51636067.15,158,326810.551582278,4
"1408",1408,201710,0,4,25417115.2,244,104168.504918033,1
"1409",1409,201604,0,4,4982500,1710,2913.74269005848,7
"1410",1410,201604,0,4,0,1037,0,5
"1411",1411,201709,0,4,12829500,192,66820.3125,8
"1412",1412,201802,0,1,0,1121,0,1
"1413",1413,201701,0,2,16703900.5,83,201251.813253012,5
"1414",1414,201704,0,4,56525,1079,52.386468952734,6
"1415",1415,201608,0,0,0,313,0,4
"1416",1416,201804,0,2,0,20,0,3
"1417",1417,201806,0,5,4218000,53,79584.9056603774,2
"1418",1418,201801,0,5,31461942.3,584,53873.188869863,4
"1419",1419,201704,0,0,0,748,0,3
"1420",1420,201803,0,2,0,568,0,2
"1421",1421,201712,0,5,0,49,0,1
"1422",1422,201710,0,5,0,0,0,1
"1423",1423,201802,0,5,0,492,0,2
"1424",1424,201709,0,5,11108954.5,127,87472.0826771654,7
"1425",1425,201603,0,5,0,2180,0,3
"1426",1426,201609,1,3,0,97,0,1
"1427",1427,201806,0,5,2160925.3235,65,33245.0049769231,4
"1428",1428,201607,0,0,0,24,0,1
"1429",1429,201802,1,5,0,19,0,1
"1430",1430,201703,0,0,0,39,0,5
"1431",1431,201806,0,5,0,28,0,1
"1432",1432,201712,0,5,7215526.7,0,0,3
"1433",1433,201711,0,4,1783651.5,808,2207.48948019802,7
"1434",1434,201804,0,2,74650000,500,149300,3
"1435",1435,201712,0,4,0,2138,0,2
"1436",1436,201708,0,4,17088226.5,30,569607.55,7
"1437",1437,201805,0,0,0,1254,0,3
"1438",1438,201601,0,5,0,37,0,1
"1439",1439,201602,1,5,0,164,0,1
"1440",1440,201803,0,5,319200,85,3755.29411764706,3
"1441",1441,201612,0,4,646000,141,4581.56028368794,4
"1442",1442,201604,0,5,0,382,0,1
"1443",1443,201706,0,5,0,891,0,4
"1444",1444,201705,0,5,0,201,0,1
"1445",1445,201806,0,5,15731831.9095,0,0,3
"1446",1446,201710,0,5,34298500,1435,23901.393728223,6
"1447",1447,201804,0,5,0,358,0,2
"1448",1448,201709,0,0,1757.5,4,439.375,4
"1449",1449,201804,0,4,0,16,0,2
"1450",1450,201807,0,0,0,335,0,2
"1451",1451,201609,0,0,0,20,0,1
"1452",1452,201605,0,5,54987025,103,533854.611650485,5
"1453",1453,201608,0,4,0,935,0,3
"1454",1454,201604,0,5,0,22,0,1
"1455",1455,201712,0,5,573913401.35,141,4070307.81099291,5
"1456",1456,201611,0,4,0,2577,0,4
"1457",1457,201602,1,5,0,237,0,1
"1458",1458,201611,0,5,0,75,0,1
"1459",1459,201807,0,0,0,56,0,1
"1460",1460,201703,0,5,29412769.55,4,7353192.3875,4
"1461",1461,201709,0,5,0,496,0,2
"1462",1462,201705,0,5,0,3,0,3
"1463",1463,201807,0,0,1433408.1,5,286681.62,4
"1464",1464,201708,0,5,810933.9,360,2252.59416666667,2
"1465",1465,201705,0,4,59716640.2,7,8530948.6,7
"1466",1466,201710,0,1,0,3059,0,2
"1467",1467,201603,0,5,0,5,0,3
"1468",1468,201703,0,5,1074000,23,46695.652173913,4
"1469",1469,201802,0,5,6297276.7,396,15902.2138888889,5
"1470",1470,201711,0,5,3258700,707,4609.19377652051,1
"1471",1471,201610,0,5,54637875,268,203872.667910448,7
"1472",1472,201610,0,4,752243,1004,749.246015936255,5
"1473",1473,201706,0,4,1581292,545,2901.45321100917,3
"1474",1474,201805,0,4,19929719.95,323,61701.9193498452,4
"1475",1475,201703,0,4,16090107,1109,14508.6627592426,5
"1476",1476,201705,0,5,0,1041,0,2
"1477",1477,201702,0,5,7360000,8,920000,4
"1478",1478,201802,0,1,0,95,0,3
"1479",1479,201610,0,5,0,274,0,4
"1480",1480,201802,0,5,0,11,0,4
"1481",1481,201611,0,0,0,72,0,4
"1482",1482,201804,0,5,0,15,0,1
"1483",1483,201807,0,5,47526281.6,36,1320174.48888889,5
"1484",1484,201611,0,5,45928158.4,878,52309.9753986333,6
"1485",1485,201612,0,0,0,575,0,1
"1486",1486,201611,0,5,1174526.65,0,0,5
"1487",1487,201612,0,5,285000,22,12954.5454545455,5
"1488",1488,201604,0,5,502640.15,85,5913.41352941177,2
"1489",1489,201802,1,5,2583148.8,22,117415.854545455,2
"1490",1490,201610,0,5,255163119.35,3,85054373.1166667,2
"1491",1491,201801,0,5,2712251.5,221,12272.6312217195,3
"1492",1492,201703,0,5,0,333,0,1
"1493",1493,201705,0,5,7278800,39,186635.897435897,3
"1494",1494,201607,0,5,51940029.6,838,61980.9422434368,5
"1495",1495,201607,1,5,0,392,0,5
"1496",1496,201801,0,5,0,99,0,1
"1497",1497,201609,0,3,4774200,1,4774200,6
"1498",1498,201611,0,2,0,285,0,5
"1499",1499,201710,0,4,19573918.95,198,98858.1765151515,6
"1500",1500,201605,0,5,3331150,1126,2958.39253996448,4
"1501",1501,201611,0,5,0,360,0,4
"1502",1502,201702,0,5,0,213,0,4
"1503",1503,201804,0,2,22603500,19,1189657.89473684,4
"1504",1504,201609,1,1,0,1807,0,2
"1505",1505,201611,0,5,3100000,3,1033333.33333333,5
"1506",1506,201712,1,0,0,304,0,1
"1507",1507,201802,0,5,47286129.452,667,70893.7473043478,5
"1508",1508,201806,0,5,31025414.6,892,34781.8549327354,5
"1509",1509,201712,0,5,0,1800,0,1
"1510",1510,201806,0,5,22238408.95,146,152317.869520548,3
"1511",1511,201612,0,5,50402700,1635,30827.3394495413,2
"1512",1512,201608,0,5,7514540.5,1099,6837.61646951774,5
"1513",1513,201706,0,5,231060698.7,874,264371.508810069,4
"1514",1514,201607,0,4,0,4079,0,5
"1515",1515,201612,0,4,47453032.5,97,489206.520618557,4
"1516",1516,201611,1,5,0,1133,0,3
"1517",1517,201611,0,4,0,0,0,3
"1518",1518,201711,0,2,0,174,0,4
"1519",1519,201708,0,5,2975997.35,3213,926.236336756925,4
"1520",1520,201602,0,0,0,894,0,1
"1521",1521,201702,1,3,23090999.3,292,79078.7647260274,6
"1522",1522,201606,0,4,5586364.349,674,8288.37440504451,6
"1523",1523,201610,0,5,0,150,0,3
"1524",1524,201707,0,5,57203350,331,172819.788519637,4
"1525",1525,201804,0,4,0,1244,0,3
"1526",1526,201609,0,5,0,220,0,1
"1527",1527,201701,1,1,0,5,0,1
"1528",1528,201609,0,5,189000,0,0,4
"1529",1529,201604,0,5,2499150,302,8275.33112582782,4
"1530",1530,201603,0,4,0,60,0,1
"1531",1531,201609,0,5,8413525,58,145060.775862069,6
"1532",1532,201709,0,4,13194550,832,15858.8341346154,6
"1533",1533,201705,0,5,613271.85,1389,441.520410367171,2
"1534",1534,201601,0,1,0,23,0,1
"1535",1535,201602,0,0,0,11,0,2
"1536",1536,201601,0,4,0,2,0,5
"1537",1537,201711,0,0,0,180,0,3
"1538",1538,201805,0,5,0,210,0,2
"1539",1539,201802,0,5,22492090.95,233,96532.5791845494,5
"1540",1540,201705,0,5,0,940,0,1
"1541",1541,201703,0,0,0,45,0,1
"1542",1542,201803,0,0,0,0,0,4
"1543",1543,201704,0,5,0,314,0,1
"1544",1544,201707,0,1,0,206,0,3
"1545",1545,201609,0,5,0,230,0,3
"1546",1546,201708,0,1,0,453,0,4
"1547",1547,201602,0,5,0,59,0,1
"1548",1548,201711,0,0,0,99,0,1
"1549",1549,201609,0,5,0,837,0,2
"1550",1550,201604,0,5,5968424.5,2,2984212.25,6
"1551",1551,201807,0,0,0,530,0,1
"1552",1552,201610,0,0,0,2,0,1
"1553",1553,201602,0,5,1459186.3,245,5955.86244897959,5
"1554",1554,201711,0,5,32383.6,1327,24.4036171816127,2
"1555",1555,201612,0,5,343265397.75,3,114421799.25,6
"1556",1556,201705,0,4,0,3098,0,5
"1557",1557,201602,0,4,4687536.4,575,8152.23721739131,4
"1558",1558,201707,1,0,20833419.9,433,48114.1337182448,4
"1559",1559,201706,0,5,0,1056,0,1
"1560",1560,201804,0,5,202650,8,25331.25,5
"1561",1561,201606,0,3,1209685,389,3109.73007712082,5
"1562",1562,201612,0,0,11693042,500,23386.084,5
"1563",1563,201704,0,3,0,195,0,1
"1564",1564,201612,0,4,0,402,0,5
"1565",1565,201706,0,4,11826263.6,935,12648.4102673797,5
"1566",1566,201606,0,0,0,611,0,1
"1567",1567,201605,0,0,0,8,0,6
"1568",1568,201803,0,4,1792350,99,18104.5454545455,4
"1569",1569,201702,0,5,287202595.4,679,422978.78556701,8
"1570",1570,201805,0,5,231000,4067,56.7986230636833,5
"1571",1571,201703,0,4,105667990.75,377,280286.447612732,8
"1572",1572,201704,0,4,732750,493,1486.30831643002,8
"1573",1573,201702,0,4,52049518.8,375,138798.7168,3
"1574",1574,201709,0,5,10549253.75,847,12454.8450413223,3
"1575",1575,201708,0,1,1762406.35,2474,712.371200485044,2
"1576",1576,201605,1,5,0,19,0,3
"1577",1577,201612,0,4,2984550,71,42035.9154929577,4
"1578",1578,201611,0,0,0,210,0,3
"1579",1579,201610,1,1,0,6,0,3
"1580",1580,201707,0,5,0,1002,0,3
"1581",1581,201711,0,5,49902.55,1506,33.135823373174,3
"1582",1582,201708,0,5,14116815.9,1872,7541.03413461538,5
"1583",1583,201709,0,5,252031.2,1494,168.695582329317,4
"1584",1584,201611,0,1,0,26,0,1
"1585",1585,201610,1,1,17326466.8,30,577548.893333333,3
"1586",1586,201806,1,5,213374.05,111,1922.28873873874,6
"1587",1587,201611,0,5,23091015,182,126873.708791209,7
"1588",1588,201712,0,5,0,806,0,1
"1589",1589,201602,0,4,0,3,0,1
"1590",1590,201609,1,5,0,0,0,4
"1591",1591,201703,0,0,0,81,0,2
"1592",1592,201803,0,5,0,685,0,4
"1593",1593,201803,0,0,0,4,0,4
"1594",1594,201612,0,0,0,152,0,3
"1595",1595,201703,0,5,0,281,0,2
"1596",1596,201603,0,3,12677369.8,6,2112894.96666667,7
"1597",1597,201608,0,5,0,588,0,2
"1598",1598,201804,0,5,3826834,204,18758.9901960784,5
"1599",1599,201802,0,0,0,148,0,2
"1600",1600,201706,0,5,852550,2,426275,5
"1601",1601,201612,0,0,0,409,0,4
"1602",1602,201807,0,5,0,80,0,1
"1603",1603,201806,0,5,0,11,0,4
"1604",1604,201610,0,5,0,64,0,2
"1605",1605,201801,0,4,2221000,2,1110500,3
"1606",1606,201610,0,5,0,549,0,5
"1607",1607,201707,0,4,99353660.95,363,273701.545316804,4
"1608",1608,201710,0,4,1500929.35,29,51756.1844827586,4
"1609",1609,201609,0,5,0,598,0,2
"1610",1610,201703,0,4,0,3,0,1
"1611",1611,201805,0,5,2313002.4,28,82607.2285714286,4
"1612",1612,201607,0,5,12265550,1360,9018.78676470588,7
"1613",1613,201702,0,0,0,573,0,1
"1614",1614,201707,0,5,0,65,0,1
"1615",1615,201609,0,0,0,2,0,3
"1616",1616,201604,0,4,2309567.2,46,50207.9826086957,6
"1617",1617,201708,0,0,2500000,748,3342.24598930481,4
"1618",1618,201603,0,5,0,1497,0,3
"1619",1619,201712,0,5,0,271,0,3
"1620",1620,201710,0,5,6499550,240,27081.4583333333,4
"1621",1621,201605,0,4,2426367,761,3188.39290407359,5
"1622",1622,201807,0,1,0,509,0,1
"1623",1623,201705,0,0,0,2,0,1
"1624",1624,201607,0,5,0,62,0,1
"1625",1625,201712,0,4,12219900,0,0,2
"1626",1626,201703,0,4,10959350,126,86978.9682539683,6
"1627",1627,201706,0,0,0,653,0,3
"1628",1628,201711,0,5,0,8,0,4
"1629",1629,201704,0,1,7047773.2935,38,185467.71825,3
"1630",1630,201703,1,5,6702350.3,5,1340470.06,6
"1631",1631,201705,0,0,0,293,0,3
"1632",1632,201602,0,0,9042500,10,904250,2
"1633",1633,201610,0,5,0,356,0,5
"1634",1634,201706,0,0,0,39,0,1
"1635",1635,201805,0,4,0,140,0,3
"1636",1636,201704,0,5,17919900,174,102987.931034483,6
"1637",1637,201710,0,4,11709958.85,1262,9278.8897385103,6
"1638",1638,201610,0,5,5212.65,508,10.2611220472441,5
"1639",1639,201704,0,4,12386750,464,26695.5818965517,5
"1640",1640,201605,0,5,0,347,0,3
"1641",1641,201601,0,5,18923.1,4,4730.775,6
"1642",1642,201707,0,0,0,476,0,1
"1643",1643,201609,0,4,0,106,0,5
"1644",1644,201609,0,5,2126000,292,7280.82191780822,5
"1645",1645,201802,0,1,0,410,0,2
"1646",1646,201807,0,0,0,3,0,2
"1647",1647,201601,0,2,4143800,0,0,4
"1648",1648,201707,0,0,0,154,0,2
"1649",1649,201602,1,5,18349950,2,9174975,2
"1650",1650,201807,0,2,55779552.1,300,185931.840333333,4
"1651",1651,201609,0,0,0,3964,0,2
"1652",1652,201803,0,5,2369003.05,4,592250.7625,6
"1653",1653,201803,0,4,9917363.45,689,14393.851161103,6
"1654",1654,201708,0,2,0,867,0,2
"1655",1655,201604,0,1,0,824,0,1
"1656",1656,201802,0,2,38164715.7,80,477058.94625,3
"1657",1657,201705,0,5,0,310,0,1
"1658",1658,201608,1,1,0,67,0,3
"1659",1659,201712,0,5,0,3,0,2
"1660",1660,201711,0,4,0,62,0,4
"1661",1661,201602,0,5,0,780,0,1
"1662",1662,201609,0,0,0,936,0,1
"1663",1663,201703,0,5,19541105.85,2,9770552.925,3
"1664",1664,201704,0,5,0,754,0,2
"1665",1665,201806,0,5,12807534.25,5,2561506.85,6
"1666",1666,201611,0,5,75300,654,115.137614678899,1
"1667",1667,201701,0,5,0,233,0,5
"1668",1668,201609,0,0,1546301426.05,129,11986832.7600775,4
"1669",1669,201701,0,5,0,105,0,1
"1670",1670,201610,0,4,5605900,41,136729.268292683,6
"1671",1671,201605,0,5,1240000,917,1352.23555070883,4
"1672",1672,201610,0,5,0,212,0,5
"1673",1673,201708,0,0,0,19,0,2
"1674",1674,201603,0,3,1666400,611,2727.33224222586,3
"1675",1675,201804,0,5,0,83,0,1
"1676",1676,201610,0,5,0,9,0,2
"1677",1677,201806,0,0,0,5,0,5
"1678",1678,201706,0,5,567000,484,1171.48760330579,8
"1679",1679,201706,0,5,9172655,605,15161.4132231405,6
"1680",1680,201611,0,5,2205000,572,3854.8951048951,6
"1681",1681,201603,0,1,0,73,0,3
"1682",1682,201804,1,1,0,5,0,1
"1683",1683,201710,0,5,0,219,0,3
"1684",1684,201609,0,5,0,522,0,5
"1685",1685,201807,0,3,0,67,0,1
"1686",1686,201606,0,5,0,2,0,4
"1687",1687,201611,0,5,0,42,0,1
"1688",1688,201706,0,5,0,0,0,1
"1689",1689,201607,0,5,160778354.2515,0,0,6
"1690",1690,201706,0,4,0,3966,0,1
"1691",1691,201603,0,5,0,2319,0,6
"1692",1692,201610,0,1,0,26,0,3
"1693",1693,201602,0,5,366555450.15,1,366555450.15,4
"1694",1694,201802,0,3,0,2792,0,5
"1695",1695,201709,0,0,5799808.75,26,223069.567307692,4
"1696",1696,201710,0,5,0,40,0,3
"1697",1697,201603,0,1,12330000,21,587142.857142857,4
"1698",1698,201802,0,5,32018834.5,181,176899.638121547,2
"1699",1699,201703,1,0,0,1545,0,4
"1700",1700,201701,1,0,1235,5,247,3
"1701",1701,201609,0,5,0,18,0,5
"1702",1702,201701,0,0,0,541,0,3
"1703",1703,201601,0,2,24450083.5,157,155733.015923567,6
"1704",1704,201609,0,5,315000,849,371.024734982332,6
"1705",1705,201702,0,4,65550,234,280.128205128205,3
"1706",1706,201610,0,5,1633500,666,2452.7027027027,6
"1707",1707,201602,0,0,9240925.6,189,48893.7862433862,4
"1708",1708,201704,1,5,0,353,0,3
"1709",1709,201805,0,4,46245,3,15415,4
"1710",1710,201606,0,5,0,461,0,4
"1711",1711,201804,0,5,5696086.3,71,80226.5676056338,2
"1712",1712,201701,0,0,0,932,0,7
"1713",1713,201711,0,5,73385744.15,11,6671431.28636364,5
"1714",1714,201606,0,4,0,1314,0,5
"1715",1715,201608,0,5,7615000,325,23430.7692307692,4
"1716",1716,201609,0,1,0,1389,0,3
"1717",1717,201806,0,0,264480,71,3725.07042253521,2
"1718",1718,201710,0,4,8235730,8,1029466.25,7
"1719",1719,201704,0,1,0,1419,0,2
"1720",1720,201704,0,4,4317552.2,3,1439184.06666667,3
"1721",1721,201602,1,5,0,1423,0,3
"1722",1722,201803,0,5,3092500,22,140568.181818182,2
"1723",1723,201611,0,0,3700,433,8.54503464203233,5
"1724",1724,201709,0,0,0,863,0,4
"1725",1725,201710,0,1,0,1922,0,5
"1726",1726,201707,0,5,9611465.6,16,600716.6,6
"1727",1727,201602,0,2,0,2181,0,3
"1728",1728,201804,0,5,0,117,0,1
"1729",1729,201610,0,1,0,0,0,1
"1730",1730,201703,0,5,0,3,0,4
"1731",1731,201801,0,1,10000,63,158.730158730159,1
"1732",1732,201804,0,4,10817522.65,28,386340.094642857,6
"1733",1733,201605,0,5,992133.15,481,2062.64688149688,2
"1734",1734,201702,0,5,0,18,0,2
"1735",1735,201708,0,4,4142500,409,10128.3618581907,6
"1736",1736,201708,0,4,0,239,0,5
"1737",1737,201704,0,0,0,309,0,1
"1738",1738,201708,1,5,0,2,0,3
"1739",1739,201605,0,5,0,489,0,1
"1740",1740,201710,0,0,72223.65,0,0,2
"1741",1741,201712,1,5,0,358,0,2
"1742",1742,201704,0,5,0,7,0,2
"1743",1743,201611,0,4,0,6,0,3
"1744",1744,201605,0,5,0,6,0,4
"1745",1745,201710,0,5,0,241,0,5
"1746",1746,201704,1,5,41050,96,427.604166666667,2
"1747",1747,201706,0,0,48265923.1,34,1419585.97352941,2
"1748",1748,201704,0,2,6540200,253,25850.5928853755,4
"1749",1749,201609,0,5,0,626,0,2
"1750",1750,201605,0,4,6262159.2,116,53984.1310344828,2
"1751",1751,201803,0,4,14219367.849,626,22714.6451261981,7
"1752",1752,201607,1,5,23879830.5,1176,20305.9783163265,2
"1753",1753,201707,0,0,0,39,0,3
"1754",1754,201610,0,1,0,10,0,2
"1755",1755,201709,0,5,0,2,0,5
"1756",1756,201612,0,5,8564637.25,13,658818.25,3
"1757",1757,201604,0,4,0,41,0,1
"1758",1758,201704,0,5,0,4,0,4
"1759",1759,201702,0,5,130653035.35,69,1893522.25144928,4
"1760",1760,201709,0,4,0,2637,0,2
"1761",1761,201606,0,1,70563410,19,3713863.68421053,4
"1762",1762,201609,0,4,0,2752,0,7
"1763",1763,201609,1,5,4910750,159,30885.2201257862,6
"1764",1764,201802,0,4,0,407,0,3
"1765",1765,201711,0,4,0,2,0,1
"1766",1766,201711,0,5,0,28,0,3
"1767",1767,201802,0,5,1959347.1,140,13995.3364285714,3
"1768",1768,201707,1,5,0,423,0,3
"1769",1769,201802,1,5,1309977.956,31,42257.3534193548,4
"1770",1770,201704,0,5,10280597.9,262,39238.9232824427,2
"1771",1771,201804,0,5,1300773.2,9,144530.355555556,3
"1772",1772,201805,0,0,0,494,0,2
"1773",1773,201602,0,4,0,2,0,3
"1774",1774,201804,0,4,60286207,58,1039417.36206897,3
"1775",1775,201605,0,2,0,1851,0,1
"1776",1776,201607,0,5,34000,217,156.68202764977,5
"1777",1777,201803,0,2,68268663.4,161,424028.965217391,5
"1778",1778,201609,0,5,0,1783,0,1
"1779",1779,201708,0,5,0,23,0,1
"1780",1780,201705,1,5,35594935.3,3,11864978.4333333,4
"1781",1781,201603,0,5,0,55,0,3
"1782",1782,201802,0,0,0,33,0,2
"1783",1783,201802,0,5,1772360,6,295393.333333333,3
"1784",1784,201706,0,1,0,326,0,1
"1785",1785,201711,0,5,0,119,0,1
"1786",1786,201802,0,5,370440.75,0,0,3
"1787",1787,201609,1,1,0,100,0,2
"1788",1788,201710,0,5,0,2,0,3
"1789",1789,201711,0,0,2079670,16,129979.375,6
"1790",1790,201612,0,4,0,198,0,5
"1791",1791,201804,0,5,0,189,0,2
"1792",1792,201704,0,0,0,4,0,2
"1793",1793,201802,0,5,16946074,4,4236518.5,4
"1794",1794,201807,0,4,0,366,0,5
"1795",1795,201707,0,4,68657875,94,730402.925531915,7
"1796",1796,201706,0,1,0,874,0,2
"1797",1797,201709,0,5,0,3,0,2
"1798",1798,201604,0,5,10890672.95,1,10890672.95,5
"1799",1799,201605,0,0,0,1489,0,3
"1800",1800,201706,1,1,0,25,0,2
"1801",1801,201610,0,5,0,8,0,1
"1802",1802,201807,0,5,16543914.9,21,787805.471428572,6
"1803",1803,201712,0,5,0,1870,0,2
"1804",1804,201704,1,1,0,8,0,1
"1805",1805,201701,0,4,0,31,0,4
"1806",1806,201803,1,5,0,3,0,1
"1807",1807,201608,0,0,0,8,0,5
"1808",1808,201704,0,4,0,304,0,6
"1809",1809,201705,0,4,17645.3,995,17.7339698492462,5
"1810",1810,201705,0,5,4202.1,278,15.1154676258993,5
"1811",1811,201706,0,0,390000,12,32500,5
"1812",1812,201601,0,1,0,2418,0,1
"1813",1813,201703,0,5,735000,52,14134.6153846154,5
"1814",1814,201802,1,5,11450,235,48.7234042553191,3
"1815",1815,201706,0,1,4749361.319,3,1583120.43966667,3
"1816",1816,201706,0,3,210000,175,1200,4
"1817",1817,201610,0,5,0,158,0,6
"1818",1818,201706,0,4,26711750,68,392819.852941176,4
"1819",1819,201702,0,5,0,1321,0,7
"1820",1820,201603,0,5,1127421.25,659,1710.80614567527,4
"1821",1821,201706,0,5,8444155,253,33376.1067193676,6
"1822",1822,201606,0,5,0,1231,0,1
"1823",1823,201607,0,0,31755018.15,10,3175501.815,2
"1824",1824,201710,0,5,144708219.781,60,2411803.66301667,6
"1825",1825,201611,0,4,0,1925,0,5
"1826",1826,201706,0,5,0,512,0,3
"1827",1827,201701,0,5,0,15,0,2
"1828",1828,201706,0,5,0,38,0,5
"1829",1829,201707,0,1,816833.25,301,2713.73172757475,4
"1830",1830,201708,0,0,0,16,0,1
"1831",1831,201602,0,0,803250,0,0,4
"1832",1832,201611,0,4,43007207.5,262,164149.646946565,7
"1833",1833,201602,0,4,0,2936,0,5
"1834",1834,201710,0,5,45557075.05,33,1380517.42575758,3
"1835",1835,201708,0,0,0,1640,0,1
"1836",1836,201805,0,0,0,1,0,2
