"","id","valor_total_transferido","n_transacciones_exitosas","val_por_transaccion","disposit"
"10564",87100,0,676,0,1
"10565",87101,0,2,0,2
"10566",87102,0,48,0,1
"10567",87103,2153542.6,204,10556.581372549,6
"10568",87104,0,2792,0,1
"10569",87105,0,51,0,5
"10570",87106,225585.1,287,786.010801393728,3
"10571",87107,0,1836,0,5
"10572",87108,0,3050,0,3
"10573",87109,4336500,10,433650,2
"10574",87110,28215045,401,70361.7082294264,5
"10575",87111,64402380.6,1957,32908.7279509453,3
"10576",87112,0,1248,0,1
"10577",87113,0,0,0,5
"10578",87114,0,36,0,3
"10579",87115,0,10,0,1
"10580",87116,52500,0,0,4
"10581",87117,0,231,0,3
"10582",87118,0,3,0,2
"10583",87119,0,1255,0,1
"10584",87120,61950000,1138,54437.6098418278,6
"10585",87121,0,742,0,1
"10586",87122,1981355.85,4,495338.9625,3
"10587",87123,0,43,0,2
"10588",87124,0,2,0,1
"10589",87125,1813200,107,16945.7943925234,6
"10590",87126,0,786,0,1
"10591",87127,0,87,0,1
"10592",87128,0,10,0,1
"10593",87129,21158410,2,10579205,3
"10594",87130,96095855.4,22,4367993.42727273,5
"10595",87131,0,205,0,1
"10596",87132,12221129.95,0,0,4
"10597",87133,135110511.2,173,780985.613872832,2
"10598",87134,11213739.8,167,67148.1425149701,5
"10599",87135,1411500,222,6358.10810810811,6
"10600",87136,78939543.9,471,167599.88089172,4
"10601",87137,0,408,0,3
"10602",87138,0,4,0,1
"10603",87139,249600,1,249600,3
"10604",87140,0,140,0,5
"10605",87141,0,659,0,3
"10606",87142,1928457.6,136,14179.8352941176,7
"10607",87143,0,243,0,4
"10608",87144,0,170,0,2
"10609",87145,0,3,0,1
"10610",87146,23780950,243,97863.9917695473,3
"10611",87147,0,632,0,6
"10612",87148,0,444,0,1
"10613",87149,0,400,0,1
"10614",87150,0,2,0,1
"10615",87151,0,190,0,1
"10616",87152,0,0,0,2
"10617",87153,52190310.55,0,0,5
"10618",87154,0,1067,0,1
"10619",87155,0,131,0,3
"10620",87156,391379797.9,7,55911399.7,5
"10621",87157,91832077.9985,1483,61923.1813880647,2
"10622",87158,24953935.75,304,82085.3149671053,5
"10623",87159,2849667.5,1850,1540.36081081081,4
"10624",87160,0,247,0,4
"10625",87161,4068325,615,6615.16260162602,5
"10626",87162,0,255,0,1
"10627",87163,0,46,0,5
"10628",87164,536500,177,3031.07344632768,4
"10629",87165,0,382,0,5
"10630",87166,607296.9,38,15981.4973684211,5
"10631",87167,0,26,0,3
"10632",87168,0,49,0,1
"10633",87169,12592463.5,8,1574057.9375,3
"10634",87170,0,282,0,1
"10635",87171,15545663.6295,58,268028.683267241,4
"10636",87172,0,468,0,3
"10637",87173,0,355,0,1
"10638",87174,0,341,0,6
"10639",87175,0,498,0,1
"10640",87176,0,1,0,5
"10641",87177,31615658.55,470,67267.3586170213,3
"10642",87178,4857495.35,1164,4173.10597079038,2
"10643",87179,0,17,0,6
"10644",87180,0,1674,0,1
"10645",87181,0,22,0,3
"10646",87182,0,46,0,1
"10647",87183,38748800,209,185400.956937799,7
"10648",87184,0,832,0,3
"10649",87185,25644809.6515,643,39883.0632216174,4
"10650",87186,0,1441,0,1
"10651",87187,0,1,0,4
"10652",87188,3272625,351,9323.71794871795,3
"10653",87189,0,719,0,1
"10654",87190,1338363.85,18,74353.5472222222,3
"10655",87191,0,514,0,5
"10656",87192,18925000,50,378500,3
"10657",87193,2295400,176,13042.0454545455,1
"10658",87194,10734050,220,48791.1363636364,4
"10659",87195,0,992,0,4
"10660",87196,8583150,34,252445.588235294,5
"10661",87197,0,224,0,1
"10662",87198,0,348,0,1
"10663",87199,0,4,0,4
"10664",87200,1702919.75,4,425729.9375,4
"10665",87201,0,1245,0,3
"10666",87202,0,4,0,2
"10667",87203,0,96,0,3
"10668",87204,14432789.05,244,59150.774795082,6
"10669",87205,58476846,1241,47120.7461724416,6
"10670",87206,1900000,894,2125.27964205817,1
"10671",87207,0,353,0,4
"10672",87208,0,25,0,1
"10673",87209,1615197523.05,857,1884711.22876313,5
"10674",87210,6027500,2986,2018.58673811119,2
"10675",87211,0,633,0,6
"10676",87212,0,27,0,5
"10677",87213,0,328,0,1
"10678",87214,799064,189,4227.85185185185,5
"10679",87215,0,589,0,2
"10680",87216,0,3,0,5
"10681",87217,0,170,0,1
"10682",87218,0,0,0,4
"10683",87219,0,308,0,4
"10684",87220,5837650.25,137,42610.5857664234,3
"10685",87221,311000,985,315.736040609137,5
"10686",87222,0,428,0,1
"10687",87223,0,40,0,5
"10688",87224,0,9,0,1
"10689",87225,1254500,11,114045.454545455,6
"10690",87226,1225210607.85,367,3338448.52275204,3
"10691",87227,0,3058,0,2
"10692",87228,8114250,3,2704750,5
"10693",87229,0,540,0,2
"10694",87230,13419000,18,745500,5
"10695",87231,0,378,0,4
"10696",87232,0,148,0,1
"10697",87233,105000,271,387.453874538745,4
"10698",87234,2080000,521,3992.32245681382,3
"10699",87235,0,705,0,4
"10700",87236,43067733.25,2,21533866.625,5
"10701",87237,72486407.1,1026,70649.5195906433,8
"10702",87238,2718100,2284,1190.06129597198,2
"10703",87239,0,780,0,2
"10704",87240,0,47,0,3
"10705",87241,171281771.5,10,17128177.15,4
"10706",87242,89300,1887,47.3237943826179,5
"10707",87243,14672239.9,166,88386.9873493976,5
"10708",87244,0,336,0,1
"10709",87245,0,0,0,1
"10710",87246,0,6,0,2
"10711",87247,0,21,0,2
"10712",87248,17819500,538,33121.7472118959,5
"10713",87249,0,448,0,1
"10714",87250,880950,91,9680.76923076923,5
"10715",87251,91377138.65,243,376037.607613169,6
"10716",87252,0,1034,0,2
"10717",87253,0,1458,0,4
"10718",87254,0,123,0,1
"10719",87255,21564677.85,23,937594.689130435,7
"10720",87256,0,3532,0,3
"10721",87257,0,64,0,3
"10722",87258,0,15,0,2
"10723",87259,15384253.5,4,3846063.375,7
"10724",87260,0,2209,0,2
"10725",87261,0,0,0,1
"10726",87262,90038619,218,413021.188073394,8
"10727",87263,0,1495,0,2
"10728",87264,0,3,0,3
"10729",87265,5188700,148,35058.7837837838,4
"10730",87266,18397250,1207,15242.1292460646,1
"10731",87267,0,491,0,2
"10732",87268,88682350,2133,41576.3478668542,5
"10733",87269,4e+05,1824,219.298245614035,4
"10734",87270,0,1092,0,3
"10735",87271,36131637.6,13,2779356.73846154,3
"10736",87272,0,2110,0,1
"10737",87273,0,346,0,1
"10738",87274,9739500,324,30060.1851851852,5
"10739",87275,0,146,0,1
"10740",87276,0,8,0,1
"10741",87277,29099.7,11,2645.42727272727,3
"10742",87278,51770884.4,84,616320.052380952,2
"10743",87279,18171940066.05,668,27203503.0928892,6
"10744",87280,0,1592,0,2
"10745",87281,0,213,0,1
"10746",87282,0,4,0,1
"10747",87283,0,2,0,4
"10748",87284,1125723.9,62,18156.8370967742,3
"10749",87285,115863529.35,11,10533048.1227273,4
"10750",87286,0,3322,0,1
"10751",87287,1946350,29,67115.5172413793,6
"10752",87288,46968,282,166.553191489362,5
"10753",87289,8184570,28,292306.071428571,3
"10754",87290,38923581,382,101894.191099476,6
"10755",87291,4762929.65,787,6052.00717916137,2
"10756",87292,0,21,0,1
"10757",87293,1235,0,0,6
"10758",87294,0,29,0,1
"10759",87295,0,172,0,3
"10760",87296,0,5,0,2
"10761",87297,0,6,0,5
"10762",87298,0,118,0,4
"10763",87299,0,37,0,4
"10764",87300,0,316,0,1
"10765",87301,2121342.8,339,6257.64837758112,6
"10766",87302,120880857.85,515,234720.112330097,6
"10767",87303,0,1059,0,1
"10768",87304,0,273,0,1
"10769",87305,3515,1,3515,4
"10770",87306,0,54,0,5
"10771",87307,0,71,0,1
"10772",87308,85468190,859,99497.3108265425,6
"10773",87309,0,733,0,1
"10774",87310,30004100,3,10001366.6666667,4
"10775",87311,11164874.15,841,13275.7124256837,4
"10776",87312,0,778,0,5
"10777",87313,20413420,388,52611.9072164948,4
"10778",87314,0,554,0,2
"10779",87315,8124427.4,55,147716.861818182,5
"10780",87316,0,1326,0,6
"10781",87317,1046655.05,75,13955.4006666667,8
"10782",87318,0,1037,0,3
"10783",87319,0,57,0,3
"10784",87320,55787277.15,99,563507.85,5
"10785",87321,0,108,0,5
"10786",87322,136500,8,17062.5,7
"10787",87323,0,277,0,1
"10788",87324,492765,6,82127.5,6
"10789",87325,158105884,757,208858.499339498,2
"10790",87326,0,937,0,1
"10791",87327,53334386.05,69,772962.116666667,8
"10792",87328,0,2346,0,5
"10793",87329,0,475,0,5
"10794",87330,0,229,0,1
"10795",87331,0,372,0,1
"10796",87332,0,43,0,1
"10797",87333,0,21,0,1
"10798",87334,0,103,0,3
"10799",87335,0,680,0,2
"10800",87336,0,97,0,3
"10801",87337,0,17,0,1
"10802",87338,0,2,0,7
"10803",87339,0,57,0,5
"10804",87340,386755600,17,22750329.4117647,4
"10805",87341,841150.55,1015,828.719753694581,4
"10806",87342,0,481,0,1
"10807",87343,0,2,0,1
"10808",87344,0,544,0,1
"10809",87345,0,1,0,2
"10810",87346,1409000,293,4808.87372013652,5
"10811",87347,0,589,0,4
"10812",87348,0,487,0,3
"10813",87349,2650215.8,12,220851.316666667,6
"10814",87350,0,509,0,3
"10815",87351,0,161,0,2
"10816",87352,0,16,0,1
"10817",87353,1758775.85,1,1758775.85,3
"10818",87354,0,51,0,5
"10819",87355,0,195,0,4
"10820",87356,0,16,0,3
"10821",87357,0,3,0,2
"10822",87358,1054627.1,8,131828.3875,5
"10823",87359,474470690.8875,1820,260698.181806319,6
"10824",87360,95890966.872,6957,13783.378880552,4
"10825",87361,2601446.1,149,17459.3697986577,3
"10826",87362,0,60,0,1
"10827",87363,246796151.7,72,3427724.32916667,4
"10828",87364,1551613.7,2072,748.848310810811,1
"10829",87365,14531532.85,404,35969.1407178218,6
"10830",87366,0,297,0,3
"10831",87367,3370917.1,75,44945.5613333333,2
"10832",87368,0,26,0,4
"10833",87369,0,615,0,3
"10834",87370,0,12,0,2
"10835",87371,10462700,199,52576.3819095477,5
"10836",87372,976500,683,1429.72181551977,4
"10837",87373,0,430,0,4
"10838",87374,0,56,0,1
"10839",87375,0,12,0,1
"10840",87376,10574985.5,5,2114997.1,6
"10841",87377,0,817,0,4
"10842",87378,0,52,0,1
"10843",87379,0,2,0,1
"10844",87380,0,3,0,6
"10845",87381,0,368,0,1
"10846",87382,0,2,0,5
"10847",87383,0,810,0,6
"10848",87384,9902750,105,94311.9047619048,4
"10849",87385,18678188.2015,692,26991.6014472543,3
"10850",87386,0,562,0,1
"10851",87387,14167205,7,2023886.42857143,6
"10852",87388,0,377,0,2
"10853",87389,0,3,0,2
"10854",87390,2621075,450,5824.61111111111,5
"10855",87391,2089289.35,588,3553.21318027211,5
"10856",87392,0,566,0,1
"10857",87393,1321500,2,660750,8
"10858",87394,0,252,0,1
"10859",87395,0,4,0,2
"10860",87396,0,444,0,1
"10861",87397,0,318,0,3
"10862",87398,4405781,10,440578.1,5
"10863",87399,0,138,0,1
"10864",87400,120867453.05,253,477736.968577075,7
"10865",87401,0,2049,0,2
"10866",87402,0,152,0,5
"10867",87403,29616200,110,269238.181818182,5
"10868",87404,0,405,0,1
"10869",87405,0,326,0,1
"10870",87406,0,679,0,1
"10871",87407,2816297.05,556,5065.28246402878,5
"10872",87408,0,29,0,1
"10873",87409,0,12,0,2
"10874",87410,0,8,0,4
"10875",87411,0,248,0,3
"10876",87412,0,55,0,3
"10877",87413,124250,11,11295.4545454545,2
"10878",87414,0,173,0,2
"10879",87415,7223438.7,11,656676.245454545,2
"10880",87416,0,477,0,3
"10881",87417,0,3,0,3
"10882",87418,0,8,0,1
"10883",87419,0,0,0,1
"10884",87420,0,189,0,2
"10885",87421,31512977.1,993,31735.1229607251,6
"10886",87422,0,531,0,1
"10887",87423,0,6,0,1
"10888",87424,0,4,0,3
"10889",87425,0,17,0,2
"10890",87426,57000,10,5700,6
"10891",87427,0,173,0,2
"10892",87428,15700,2,7850,7
"10893",87429,0,254,0,1
"10894",87430,107119135,1,107119135,2
"10895",87431,1082500,1286,841.757387247278,6
"10896",87432,0,355,0,2
"10897",87433,0,40,0,1
"10898",87434,25117611.5,1,25117611.5,2
"10899",87435,0,1330,0,5
"10900",87436,89238560.15,451,197868.204323725,6
"10901",87437,61866385.5,3265,18948.3569678407,4
"10902",87438,1741949.75,690,2524.56485507246,3
"10903",87439,10671550,95,112332.105263158,4
"10904",87440,0,52,0,2
"10905",87441,2590100,2,1295050,5
"10906",87442,18843168.763,740,25463.7415716216,7
"10907",87443,2110.5,633,3.33412322274882,3
"10908",87444,0,5,0,3
"10909",87445,0,11,0,2
"10910",87446,0,3,0,3
"10911",87447,0,155,0,5
"10912",87448,25043850,39,642150,5
"10913",87449,176062075.8,133,1323775.00601504,5
"10914",87450,20901577.7,2519,8297.56955140929,6
"10915",87451,0,811,0,4
"10916",87452,0,779,0,4
"10917",87453,80971845400,8,10121480675,3
"10918",87454,92183.5,1656,55.6663647342995,2
"10919",87455,98135,8,12266.875,6
"10920",87456,0,176,0,4
"10921",87457,0,6,0,5
"10922",87458,0,92,0,3
"10923",87459,64020345.05,126,508097.976587302,6
"10924",87460,0,2948,0,2
"10925",87461,0,10,0,1
"10926",87462,0,911,0,1
"10927",87463,0,45,0,1
"10928",87464,0,124,0,4
"10929",87465,3362500,161,20885.0931677019,5
"10930",87466,0,443,0,3
"10931",87467,1680132.15,683,2459.92994143485,4
"10932",87468,732700.8,1029,712.051311953353,2
"10933",87469,0,5,0,4
"10934",87470,0,95,0,1
"10935",87471,3700,1,3700,5
"10936",87472,0,30,0,7
"10937",87473,0,88,0,2
"10938",87474,0,226,0,1
"10939",87475,0,12,0,2
"10940",87476,85488819.9,611,139916.235515548,6
"10941",87477,2110.5,1046,2.01768642447419,5
"10942",87478,78650,356,220.926966292135,1
"10943",87479,0,100,0,1
"10944",87480,0,260,0,1
"10945",87481,8602043.5,2,4301021.75,6
"10946",87482,1555926.5,703,2213.2667140825,5
"10947",87483,282082.55,300,940.275166666667,3
"10948",87484,12271.35,40,306.78375,4
"10949",87485,0,14,0,5
"10950",87486,0,377,0,1
"10951",87487,1491,0,0,6
"10952",87488,31571740.25,489,64563.88599182,2
"10953",87489,77186050,178,433629.494382022,6
"10954",87490,2556650.25,4492,569.156333481745,2
"10955",87491,0,3,0,1
"10956",87492,946260,4,236565,5
"10957",87493,0,75,0,3
"10958",87494,0,8,0,3
"10959",87495,89939169.3,7,12848452.7571429,4
"10960",87496,0,2926,0,5
"10961",87497,0,5,0,1
"10962",87498,752900,60,12548.3333333333,5
"10963",87499,0,96,0,3
"10964",87500,726400,6,121066.666666667,3
"10965",87501,3528045,202,17465.5693069307,5
"10966",87502,17222417.85,405,42524.4885185185,6
"10967",87503,81678685.25,1185,68927.1605485232,6
"10968",87504,0,1273,0,4
"10969",87505,0,39,0,5
"10970",87506,23267464,50,465349.28,6
"10971",87507,0,1317,0,1
"10972",87508,15435000,0,0,4
"10973",87509,0,182,0,2
"10974",87510,0,2,0,3
"10975",87511,0,56,0,4
"10976",87512,0,472,0,4
"10977",87513,0,11,0,1
"10978",87514,0,2,0,1
"10979",87515,51150496.35,179,285756.962849162,5
"10980",87516,27617395.8,1192,23168.9562080537,7
"10981",87517,7721000,1683,4587.64111705288,5
"10982",87518,0,1103,0,3
"10983",87519,9511153,8,1188894.125,6
"10984",87520,1260,1595,0.789968652037618,5
"10985",87521,2591400,615,4213.65853658537,7
"10986",87522,0,204,0,1
"10987",87523,0,8,0,3
"10988",87524,0,47,0,3
"10989",87525,0,20,0,3
"10990",87526,15063213.1,16,941450.81875,5
"10991",87527,21699910,826,26271.0774818402,4
"10992",87528,0,1744,0,2
"10993",87529,36203640.2,5,7240728.04,8
"10994",87530,0,1503,0,2
"10995",87531,11530750,7,1647250,5
"10996",87532,0,672,0,3
"10997",87533,0,234,0,3
"10998",87534,0,1,0,2
"10999",87535,71207559.25,8,8900944.90625,6
"11000",87536,3949100,1660,2378.97590361446,6
"11001",87537,0,582,0,5
"11002",87538,1133950,205,5531.46341463415,2
"11003",87539,4881550,307,15900.8143322476,3
"11004",87540,0,1840,0,4
"11005",87541,0,464,0,6
"11006",87542,0,125,0,4
"11007",87543,1969018.55,231,8523.88982683983,3
"11008",87544,2916352.849,8,364544.106125,5
"11009",87545,0,424,0,1
"11010",87546,190500,0,0,5
"11011",87547,0,221,0,1
"11012",87548,0,2,0,4
"11013",87549,0,15,0,3
"11014",87550,19000,19,1000,6
"11015",87551,29220900,208,140485.096153846,4
"11016",87552,1622719.95,1204,1347.7740448505,2
"11017",87553,5402311.5,870,6209.55344827586,6
"11018",87554,24250375,1328,18260.8245481928,4
"11019",87555,0,4060,0,1
"11020",87556,0,4,0,3
"11021",87557,0,0,0,1
"11022",87558,145974345.9,0,0,4
"11023",87559,0,1749,0,4
"11024",87560,4157300.45,381,10911.5497375328,6
"11025",87561,339753499.85,600,566255.833083333,2
"11026",87562,0,45,0,3
"11027",87563,5127500,22,233068.181818182,6
"11028",87564,820000,320,2562.5,5
"11029",87565,0,118,0,1
"11030",87566,210139907.9,6,35023317.9833333,5
"11031",87567,99683237.1805,1017,98016.949046706,5
"11032",87568,8708722,7356,1183.89369222403,3
"11033",87569,31379642.15,32,980613.8171875,3
"11034",87570,0,1201,0,2
"11035",87571,16856870.8,17,991580.635294118,3
"11036",87572,0,213,0,4
"11037",87573,0,26,0,6
"11038",87574,0,143,0,3
"11039",87575,3591604.55,1716,2093.00964452214,6
"11040",87576,0,765,0,1
"11041",87577,0,549,0,2
"11042",87578,0,2,0,3
"11043",87579,0,8,0,1
"11044",87580,0,855,0,3
"11045",87581,352500,125,2820,2
"11046",87582,7232526.35,28,258304.5125,4
"11047",87583,1365,946,1.44291754756871,2
"11048",87584,14587026.6,3,4862342.2,4
"11049",87585,0,321,0,3
"11050",87586,5301350,695,7627.84172661871,7
"11051",87587,0,899,0,2
"11052",87588,0,20,0,1
"11053",87589,153845249.2,0,0,2
"11054",87590,11395508.4,180,63308.38,4
"11055",87591,8929.2,66,135.290909090909,2
"11056",87592,0,3,0,1
"11057",87593,45348948.95,35,1295684.25571429,6
"11058",87594,2709708.65,4984,543.681510834671,5
"11059",87595,37738204.85,337,111982.803709199,8
"11060",87596,4551687.5,2074,2194.64199614272,5
"11061",87597,68364.5,413,165.531476997579,3
"11062",87598,0,284,0,2
"11063",87599,5250,4,1312.5,1
"11064",87600,0,2,0,3
"11065",87601,31660940,19,1666365.26315789,4
"11066",87602,156750,391,400.895140664962,6
"11067",87603,95000,453,209.713024282561,3
"11068",87604,3675325.45,164,22410.5210365854,7
"11069",87605,85036,381,223.191601049869,5
"11070",87606,29690,65,456.769230769231,4
"11071",87607,0,88,0,5
"11072",87608,0,73,0,1
"11073",87609,100160426.15,440,227637.332159091,6
"11074",87610,0,2286,0,1
"11075",87611,0,2,0,2
"11076",87612,0,4,0,1
"11077",87613,0,0,0,4
"11078",87614,47535668,154,308673.168831169,4
"11079",87615,13668635.6,3045,4488.8786863711,4
"11080",87616,0,434,0,4
"11081",87617,0,21,0,1
"11082",87618,552064,0,0,4
"11083",87619,0,140,0,1
"11084",87620,11465010.2685,0,0,7
"11085",87621,0,1330,0,8
"11086",87622,0,112,0,1
"11087",87623,0,21,0,1
"11088",87624,0,2,0,1
"11089",87625,34974450,2,17487225,6
"11090",87626,25536493.9,571,44722.4061295972,6
"11091",87627,0,606,0,5
"11092",87628,0,106,0,1
"11093",87629,0,42,0,4
"11094",87630,9086775,167,54411.8263473054,5
"11095",87631,3569697.2,479,7452.39498956159,4
"11096",87632,48910829,80,611385.3625,7
"11097",87633,40447362.45,1506,26857.4783864542,4
"11098",87634,9365000,1762,5314.9829738933,6
"11099",87635,0,1177,0,3
"11100",87636,0,62,0,5
"11101",87637,186500,29,6431.03448275862,1
"11102",87638,0,104,0,5
"11103",87639,5507773,813,6774.62853628536,5
"11104",87640,20581446.9,334,61621.098502994,2
"11105",87641,0,11,0,1
"11106",87642,7444700,2,3722350,5
"11107",87643,46536867.7,500,93073.7354,3
"11108",87644,0,1545,0,1
"11109",87645,0,0,0,5
"11110",87646,0,35,0,3
"11111",87647,6088483.45,10,608848.345,5
"11112",87648,6528356.8,317,20594.185488959,6
"11113",87649,0,414,0,2
"11114",87650,74698543.4,2,37349271.7,7
"11115",87651,3636600,1805,2014.73684210526,4
"11116",87652,234729963.7,831,282466.863658243,6
"11117",87653,9042000,5470,1653.01645338208,2
"11118",87654,4051500,706,5738.66855524079,2
"11119",87655,0,934,0,2
"11120",87656,0,2,0,3
"11121",87657,0,27,0,1
"11122",87658,34908750,0,0,5
"11123",87659,6850728,962,7121.33887733888,1
"11124",87660,5787.4,648,8.93117283950617,3
"11125",87661,603250,124,4864.91935483871,2
"11126",87662,215745370.1,595,362597.260672269,4
"11127",87663,0,3434,0,1
"11128",87664,18201150,9,2022350,7
"11129",87665,1687750,1323,1275.69916855631,2
"11130",87666,0,557,0,1
"11131",87667,0,23,0,2
"11132",87668,0,65,0,1
"11133",87669,334291900,495,675337.171717172,6
"11134",87670,20919120.3,291,71887.0113402062,2
"11135",87671,0,277,0,4
"11136",87672,0,201,0,1
"11137",87673,0,52,0,4
"11138",87674,0,1327,0,1
"11139",87675,2553000,0,0,4
"11140",87676,15537866.6,76,204445.613157895,6
"11141",87677,5187000,364,14250,2
"11142",87678,0,757,0,2
"11143",87679,0,4,0,4
"11144",87680,0,55,0,1
"11145",87681,0,135,0,4
"11146",87682,354950,423,839.125295508274,9
"11147",87683,0,620,0,3
"11148",87684,0,17,0,3
"11149",87685,16592316.55,465,35682.4011827957,4
"11150",87686,0,1668,0,1
"11151",87687,3670250,0,0,6
"11152",87688,0,280,0,1
"11153",87689,3357570.7,393,8543.4368956743,5
"11154",87690,0,234,0,1
"11155",87691,0,14,0,3
"11156",87692,0,48,0,1
"11157",87693,106186.5,45,2359.7,3
"11158",87694,281759178.2,7,40251311.1714286,3
"11159",87695,0,783,0,5
"11160",87696,3135309.45,10,313530.945,3
"11161",87697,0,15,0,2
"11162",87698,128350,3,42783.3333333333,4
"11163",87699,0,168,0,1
"11164",87700,0,120,0,2
"11165",87701,1093050,6,182175,4
"11166",87702,0,793,0,1
"11167",87703,0,11,0,2
"11168",87704,0,2,0,2
"11169",87705,1155682.5,0,0,5
"11170",87706,0,531,0,5
"11171",87707,0,35,0,4
"11172",87708,8932885,169,52857.3076923077,4
"11173",87709,14811359.6,240,61713.9983333333,7
"11174",87710,43632501.7,1410,30945.0366666667,6
"11175",87711,11897000,735,16186.3945578231,1
"11176",87712,0,560,0,4
"11177",87713,0,7,0,1
"11178",87714,9968809.6,4,2492202.4,4
"11179",87715,696977,238,2928.47478991597,4
"11180",87716,0,189,0,1
"11181",87717,0,301,0,3
"11182",87718,0,5,0,1
"11183",87719,486237.3,330,1473.44636363636,6
"11184",87720,0,199,0,2
"11185",87721,0,1450,0,3
"11186",87722,0,8,0,1
"11187",87723,0,387,0,1
"11188",87724,0,11,0,4
"11189",87725,0,199,0,2
"11190",87726,15085166.65,2,7542583.325,9
"11191",87727,0,1059,0,5
"11192",87728,407771.35,24,16990.4729166667,4
"11193",87729,18919695,12,1576641.25,6
"11194",87730,4750000,1346,3528.97473997028,5
"11195",87731,0,897,0,5
"11196",87732,0,402,0,1
"11197",87733,0,27,0,1
"11198",87734,82283975.65,283,290756.09770318,4
"11199",87735,0,1871,0,1
"11200",87736,994252.1,333,2985.74204204204,5
"11201",87737,10675167.65,180,59306.4869444444,5
"11202",87738,3276825.45,41,79922.5719512195,2
"11203",87739,0,33,0,4
"11204",87740,0,12,0,1
"11205",87741,0,1,0,4
"11206",87742,8428340,372,22656.8279569892,8
"11207",87743,16557114.2,1339,12365.2831964152,5
"11208",87744,1800820,286,6296.57342657343,6
"11209",87745,9800525,561,17469.7415329768,4
"11210",87746,0,1785,0,4
"11211",87747,0,197,0,1
"11212",87748,5994322.4,977,6135.4374616172,4
"11213",87749,4986000,304,16401.3157894737,4
"11214",87750,237733971.25,982,242091.620417515,7
"11215",87751,8550,4343,1.96868524061708,3
"11216",87752,17700,185,95.6756756756757,5
"11217",87753,0,149,0,3
"11218",87754,0,335,0,2
"11219",87755,0,2,0,1
"11220",87756,0,8,0,1
"11221",87757,1392680,6,232113.333333333,4
"11222",87758,428000,218,1963.30275229358,3
"11223",87759,0,243,0,3
"11224",87760,0,460,0,2
"11225",87761,475000,2,237500,4
"11226",87762,0,564,0,2
"11227",87763,1324500,9,147166.666666667,2
"11228",87764,18202350,128,142205.859375,5
"11229",87765,133877789.95,553,242093.652712477,6
"11230",87766,0,2584,0,1
"11231",87767,46804425,4,11701106.25,5
"11232",87768,12151460.15,528,23014.1290719697,3
"11233",87769,0,1294,0,5
"11234",87770,0,66,0,2
"11235",87771,0,2,0,4
"11236",87772,170309608.75,20,8515480.4375,4
"11237",87773,0,4208,0,2
"11238",87774,0,2486,0,5
"11239",87775,950000,15,63333.3333333333,5
"11240",87776,0,795,0,4
"11241",87777,17480,997,17.5325977933801,4
"11242",87778,87100050,390,223333.461538462,4
"11243",87779,472500,603,783.582089552239,4
"11244",87780,0,169,0,1
"11245",87781,49568005.2,159,311748.460377358,5
"11246",87782,0,1044,0,3
"11247",87783,18711752.6,118,158574.174576271,7
"11248",87784,29086437.4,565,51480.4201769911,7
"11249",87785,51896190,1420,36546.6126760563,5
"11250",87786,2753940.7,1480,1860.77074324324,5
"11251",87787,0,751,0,2
"11252",87788,0,314,0,1
"11253",87789,564953983.25,4,141238495.8125,6
"11254",87790,12809322.22,1780,7196.24843820225,3
"11255",87791,8582272.1,63,136226.541269841,4
"11256",87792,8163250,408,20007.9656862745,6
"11257",87793,2928300,359,8156.82451253482,5
"11258",87794,46069105.1,364,126563.475549451,5
"11259",87795,0,3543,0,4
"11260",87796,4686.15,96,48.8140625,2
"11261",87797,0,3,0,4
"11262",87798,0,3,0,1
"11263",87799,0,15,0,2
"11264",87800,0,392,0,1
"11265",87801,0,91,0,1
"11266",87802,0,0,0,4
"11267",87803,632193.3,25,25287.732,5
"11268",87804,0,175,0,6
"11269",87805,0,78,0,1
"11270",87806,0,286,0,1
"11271",87807,4086000,24,170250,4
"11272",87808,33023847,88,375270.988636364,6
"11273",87809,52455228.6,1773,29585.5773265651,6
"11274",87810,1365,836,1.63277511961722,2
"11275",87811,0,3,0,4
"11276",87812,11511612.3,412,27940.8065533981,6
"11277",87813,0,500,0,1
"11278",87814,106619350,49,2175905.10204082,5
"11279",87815,31500000,780,40384.6153846154,5
"11280",87816,1865000,112,16651.7857142857,4
"11281",87817,28500,718,39.6935933147632,6
"11282",87818,5451500,1245,4378.71485943775,1
"11283",87819,76836348,684,112333.842105263,2
"11284",87820,14628903.1,574,25485.893902439,3
"11285",87821,257500,891,289.001122334456,2
"11286",87822,16136.5,221,73.0158371040724,4
"11287",87823,6942559.7,719,9655.85493741307,1
"11288",87824,173226700,194,892921.134020619,6
"11289",87825,6777392.2,2180,3108.89550458716,5
"11290",87826,0,3262,0,3
"11291",87827,3605328.5,80,45066.60625,3
"11292",87828,56976744.15,362,157394.320856354,3
"11293",87829,0,1302,0,4
"11294",87830,0,270,0,1
"11295",87831,16732125,223,75031.9506726457,3
"11296",87832,0,570,0,4
"11297",87833,7017100,4,1754275,6
"11298",87834,3717321.8185,438,8487.0361152968,3
"11299",87835,43800954.15,2051,21355.9015845929,4
"11300",87836,0,4452,0,4
"11301",87837,0,9,0,3
"11302",87838,0,225,0,6
"11303",87839,281900.15,364,774.450961538462,3
"11304",87840,0,192,0,2
"11305",87841,62007500,1,62007500,5
"11306",87842,0,498,0,1
"11307",87843,0,0,0,4
"11308",87844,0,90,0,2
"11309",87845,16689829.75,26,641916.528846154,4
"11310",87846,0,771,0,5
